Operator,Scheme Name,Area,Approval Number,Recovery Method,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year
Sunshine Oilsands Ltd.,West Ells,Athabasca,11764G,Commercial-SAGD,218.99,154.73,114.98,0.0,,,,,,,,,2020
Athabasca Oil,Hangingstone,Athabasca,11888F,Commercial-SAGD,1452.56,1503.89,1106.19,80.94,0.0,0.0,0.0,0.0,876.1,1108.56,1192.71,1256.91,2020
Japan Canada Oil Sands Limited,Hangingstone Expansion,Athabasca,11910H,Commercial-SAGD,3851.13,3675.72,3283.69,2518.39,2081.8,1913.92,3379.71,3390.18,3153.7,3662.53,3985.88,3963.34,2020
Ipc Canada Ltd.,Blackrod,Athabasca,12491A,Commercial-SAGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Cona Resources Ltd.,Lindbergh,Cold Lake,6410W,Commercial-SAGD,2774.23,2664.92,2694.87,1428.0,1210.42,2152.4,2752.23,2793.22,2669.54,2636.72,2593.69,2640.57,2020
Cenovus,Christina Lake,Athabasca,8591SSS,Commercial-SAGD,35530.75,36060.63,34930.35,27940.98,32112.38,38798.91,36810.07,36005.29,32482.55,34516.78,36555.55,35225.95,2020
Cenovus,Foster Creek,Athabasca,8623GGGG,Commercial-SAGD,24074.25,25747.36,25931.75,26118.03,26009.75,25354.4,26092.49,26262.54,24168.13,23761.79,24268.41,24814.43,2020
Suncor,MacKay River,Athabasca,8668FFF,Commercial-SAGD,0.0,0.0,0.0,0.0,1686.63,2805.17,4114.15,4266.45,3567.58,4387.43,5404.19,5585.31,2020
Greenfire,Hangingstone Demonstration,Athabasca,8788P,Commercial-SAGD,673.54,537.55,551.25,257.45,15.29,,,,,,,,2020
Suncor,Firebag,Athabasca,8870KKKK,Commercial-SAGD,31384.26,30485.52,28850.44,30314.39,30343.25,30587.23,28011.86,24405.59,29529.66,19102.52,31621.31,33498.01,2020
ConocoPhillips,Surmont,Athabasca,9426VV,Commercial-SAGD,21274.75,21393.72,21250.19,16439.0,6848.85,9271.73,11530.24,13786.64,22488.77,22193.3,22219.95,22172.37,2020
CNOOC,Long Lake,Athabasca,9485FFF,Commercial-SAGD,7873.71,7761.14,7583.86,7421.3,81.76,0.0,3516.06,3715.91,4846.44,5097.53,5931.36,6566.81,2020
Husky,Tucker,Cold Lake,9835Z,Commercial-SAGD,3629.84,3602.62,3437.66,1569.79,2648.86,3130.45,3445.27,3410.42,872.81,1726.93,3807.91,3757.2,2020
CNRL,Brintnell Polymer Flood,Athabasca,10147G,Enhanced Recovery,237.53,225.31,222.35,223.01,233.32,227.53,236.05,240.32,234.66,241.85,245.84,262.23,2020
CNRL,Brintnell Polymer Flood,Athabasca,10423Y,Enhanced Recovery,3199.77,3257.17,3137.2,3104.42,3169.84,3158.54,3208.77,3150.72,3080.49,3106.31,3075.21,3095.09,2020
CNRL,Brintnell Polymer Flood,Athabasca,10787R,Enhanced Recovery,1882.54,1900.64,1885.22,1776.72,1745.83,1762.78,1723.15,1769.8,1860.49,1873.1,1787.16,1771.21,2020
Baytex,Seal Polymer,Peace River,11320F,Enhanced Recovery,121.54,123.07,110.88,0.77,0.22,46.66,91.46,117.08,94.11,99.0,117.94,88.47,2020
Baytex,,Peace River,12640,Enhanced Recovery,7.68,5.77,6.12,2.69,0.0,0.0,2.52,0.52,0.88,3.55,2.77,1.82,2020
CNRL,,Cold Lake,12717A,Enhanced Recovery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Spur,,Athabasca,12830,Enhanced Recovery,22.94,21.55,20.48,0.0,0.0,0.0,22.78,23.17,23.1,22.47,22.25,22.49,2020
Deltastream Energy Corporation,,Athabasca,12968,Enhanced Recovery,20.98,47.06,35.99,0.0,0.0,1.67,32.97,38.62,26.27,24.01,21.92,36.88,2020
Spur,,Athabasca,12971,Enhanced Recovery,78.15,74.09,75.57,0.0,0.0,33.26,55.05,66.55,64.06,73.01,64.91,63.85,2020
Deltastream Energy Corporation,,Athabasca,12978,Enhanced Recovery,20.65,23.52,11.5,0.0,0.0,0.0,0.0,6.83,0.0,,,,2020
Deltastream Energy Corporation,,Athabasca,13004,Enhanced Recovery,141.66,128.77,120.59,63.54,0.0,6.3,78.63,149.3,132.64,129.36,110.88,117.21,2020
CNRL,Pelican Lake Polymer Flood,Athabasca,9404X,Enhanced Recovery,2899.81,2888.82,2819.91,2687.72,2785.14,2781.99,2874.04,2861.06,2787.24,2801.58,2727.69,2811.0,2020
CNRL,Brintnell Polymer Flood,Athabasca,9673Q,Enhanced Recovery,902.56,922.37,897.26,871.85,835.08,802.71,838.78,843.48,844.15,827.96,821.66,856.1,2020
Baytex,,Peace River,10070J,Primary,116.38,99.7,86.95,16.36,0.0,0.0,11.45,45.28,85.67,73.36,66.65,60.3,2020
CNRL,,Cold Lake,10154G,Primary,15.38,14.36,11.81,9.43,8.94,6.34,8.9,12.18,9.53,9.62,8.83,11.98,2020
Obsidian,,Peace River,10174E,Primary,65.82,78.67,78.35,9.97,0.0,2.44,55.97,82.37,81.45,83.93,75.71,68.38,2020
Husky,,Cold Lake,10259A,Primary,6.21,7.58,8.59,3.94,2.1,2.06,4.51,3.19,6.23,5.06,6.13,5.02,2020
CNRL,,Cold Lake,10310C,Primary,22.32,24.82,27.53,18.65,19.51,14.71,16.66,19.39,25.2,21.77,20.71,18.57,2020
Baytex,,Peace River,10329J,Primary,332.35,347.3,270.43,1.04,14.0,134.46,236.22,295.56,321.85,340.88,327.66,269.21,2020
Baytex,,Peace River,10412D,Primary,103.06,96.89,61.79,23.38,19.4,41.0,26.8,38.15,38.77,32.41,47.77,43.4,2020
CNRL,,Cold Lake,10454B,Primary,26.49,30.62,23.33,19.36,20.53,20.58,28.34,20.66,18.57,17.62,20.69,16.19,2020
CNRL,,Cold Lake,10518I,Primary,30.49,23.55,22.65,17.06,20.63,8.86,14.47,16.0,14.17,12.26,11.46,28.02,2020
CNRL,,Cold Lake,10547,Primary,19.52,19.88,12.81,17.94,19.58,15.44,23.54,15.75,15.33,16.04,15.04,17.49,2020
CNRL,,Peace River,10557J,Primary,921.15,907.28,519.04,297.9,368.1,452.45,705.99,804.94,798.82,786.66,756.99,878.97,2020
Husky,,Cold Lake,10597C,Primary,9.68,11.44,12.09,4.64,4.7,5.48,6.25,8.25,8.58,11.91,8.14,6.89,2020
Husky,,Cold Lake,10619K,Primary,119.95,103.85,89.06,39.83,32.43,33.72,44.84,61.94,56.5,53.25,42.09,45.3,2020
Obsidian,,Peace River,10647G,Primary,5.66,6.24,4.04,,,,,,,,,,2020
CNRL,,Cold Lake,10725,Primary,8.14,6.88,7.31,5.71,5.57,3.55,3.8,3.92,0.62,6.23,6.9,6.95,2020
Obsidian,,Peace River,10745D,Primary,115.94,121.81,100.74,15.92,0.0,1.85,74.16,81.84,104.84,108.27,110.51,97.38,2020
Husky,,Cold Lake,10812B,Primary,18.79,14.3,22.1,19.19,16.39,10.81,15.01,18.47,20.89,19.82,16.92,19.82,2020
CNRL,,Cold Lake,10828E,Primary,24.39,32.3,33.29,11.77,27.95,26.15,19.56,24.86,17.03,23.04,13.45,19.8,2020
Gear Energy Ltd.,,Cold Lake,10853C,Primary,4.37,6.56,5.66,3.15,0.0,0.0,0.0,7.64,4.16,3.41,3.62,5.94,2020
CNRL,,Cold Lake,10882,Primary,1.01,2.03,0.84,1.74,2.54,1.79,2.64,1.93,2.62,0.79,2.59,1.73,2020
CNRL,,Cold Lake,11016A,Primary,169.81,177.79,136.09,154.73,166.6,117.77,205.81,162.25,159.7,151.62,147.79,140.85,2020
Husky,,Cold Lake,11041E,Primary,18.21,10.82,11.15,6.11,8.78,4.87,5.52,7.67,6.82,6.89,7.25,5.92,2020
Obsidian,,Peace River,11060K,Primary,688.47,698.77,627.6,534.06,305.48,533.69,574.91,598.38,564.97,562.18,552.49,552.15,2020
CNRL,,Cold Lake,11188C,Primary,76.29,85.46,72.91,69.36,79.98,61.65,64.1,78.39,71.9,72.68,71.05,52.81,2020
West Lake Energy Corp.,,Cold Lake,11191C,Primary,0.18,,,,,,,,,,,,2020
CNRL,,Cold Lake,11227D,Primary,19.5,22.79,10.97,14.56,12.3,13.45,24.54,14.49,15.79,14.02,10.34,12.09,2020
Husky,,Cold Lake,11246C,Primary,20.17,20.99,26.07,21.47,9.1,19.01,22.55,29.67,24.96,29.87,36.85,33.16,2020
West Lake Energy Corp.,,Cold Lake,11256I,Primary,55.97,59.81,49.63,2.71,0.0,0.0,9.01,30.22,42.8,40.93,37.05,31.76,2020
Husky,,Cold Lake,11287A,Primary,1.4,2.85,2.07,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.24,,2020
Baytex,,Peace River,11306D,Primary,1241.05,1189.8,1114.41,591.9,298.09,503.73,453.15,776.33,869.03,913.76,895.33,769.05,2020
Husky,,Cold Lake,11350,Primary,3.65,3.96,4.91,2.47,0.74,1.44,0.61,2.12,1.08,1.63,0.94,1.48,2020
CNRL,,Cold Lake,11383A,Primary,3.68,2.22,2.68,1.75,0.0,0.02,2.3,0.93,2.19,1.62,,,2020
Husky,,Cold Lake,11416,Primary,6.36,3.58,4.07,0.0,0.0,0.0,1.45,1.66,1.66,0.82,1.74,0.76,2020
CNRL,,Cold Lake,11428D,Primary,106.74,112.16,85.13,58.57,53.29,59.58,67.29,84.58,80.33,81.39,78.45,87.69,2020
Solara Exploration Ltd.,,Cold Lake,11429A,Primary,3.84,4.66,1.19,0.0,5.12,,,,,,,,2020
Husky,,Cold Lake,11450,Primary,7.85,8.18,6.03,,,,,,,,,,2020
CNRL,,Cold Lake,11477R,Primary,561.72,547.98,470.69,416.09,480.26,405.15,536.54,491.38,468.97,468.76,427.89,499.26,2020
CNRL,,Athabasca,11480B,Primary,388.18,398.52,300.35,301.62,0.0,7.3,260.01,277.61,300.4,270.34,229.14,208.74,2020
Husky,,Athabasca,11501,Primary,29.71,30.54,30.15,12.55,0.0,0.0,9.45,18.28,17.06,18.59,15.37,15.18,2020
CNRL,,Cold Lake,11503A,Primary,13.22,10.57,9.01,8.35,13.05,13.54,12.35,12.03,11.22,10.44,9.33,14.96,2020
CNRL,,Cold Lake,11538,Primary,3.67,1.65,2.05,,,,,,,,,,2020
CNRL,,Peace River,11556A,Primary,102.21,102.08,99.62,77.66,59.46,64.48,89.13,102.38,109.93,97.75,83.32,93.19,2020
CNRL,,Peace River,11557A,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020
CNRL,,Cold Lake,11567A,Primary,0.58,2.2,2.16,1.62,2.72,1.44,0.64,0.78,0.0,0.0,0.0,0.22,2020
CNRL,,Cold Lake,11574A,Primary,63.85,71.01,69.23,44.94,41.71,43.17,61.97,58.56,59.55,44.47,48.72,50.36,2020
CNRL,,Cold Lake,11624K,Primary,264.06,332.33,306.11,237.76,205.6,223.59,289.91,262.74,249.86,293.34,295.54,320.11,2020
CNRL,,Cold Lake,11629C,Primary,11.34,21.37,23.48,11.43,0.98,9.9,15.26,9.31,17.18,16.14,15.02,15.67,2020
CNRL,,Cold Lake,11634F,Primary,2.08,2.4,1.46,0.55,0.0,1.05,1.16,1.37,0.76,1.47,0.5,2.13,2020
CNRL,,Cold Lake,11647F,Primary,144.45,133.05,127.28,101.0,106.7,91.16,112.2,122.94,124.03,119.15,108.88,120.91,2020
Palliser Oil & Gas Corporation,,Cold Lake,11661A,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.73,3.3,2020
Baytex,,Peace River,11692D,Primary,230.04,341.15,300.71,87.23,24.39,372.17,321.87,340.85,334.13,334.32,200.57,288.39,2020
CNRL,,Cold Lake,11751A,Primary,4.73,3.58,5.02,4.19,3.4,4.0,4.59,3.13,4.9,4.55,5.53,11.1,2020
Baytex,,Peace River,11915,Primary,58.55,45.65,56.23,1.36,0.0,9.2,36.35,46.6,49.11,50.92,39.64,46.16,2020
Rife Resources Ltd.,,Cold Lake,11917C,Primary,36.73,29.2,28.14,27.7,11.94,10.61,11.89,15.82,15.79,15.66,12.5,14.62,2020
Baytex,,Cold Lake,11945A,Primary,17.22,12.85,13.05,1.32,1.32,4.68,6.32,5.86,4.82,4.11,6.82,4.8,2020
Husky,,Cold Lake,12142A,Primary,4.51,3.24,5.04,6.01,3.91,3.22,3.07,5.06,3.93,3.64,4.34,2.75,2020
Deltastream Energy Corporation,,Athabasca,12218R,Primary,1352.63,1379.5,1338.35,227.8,0.0,181.53,854.9,785.12,972.34,1248.82,1224.42,1295.25,2020
CNRL,,Cold Lake,12318B,Primary,1.27,2.9,3.46,1.64,0.93,1.65,,,,,,,2020
CNRL,,Cold Lake,12321D,Primary,4.95,6.01,3.39,6.12,3.88,3.82,7.38,0.9,8.21,5.88,1.62,6.99,2020
West Lake Energy Corp.,,Cold Lake,12335A,Primary,8.82,8.61,9.3,0.0,0.0,0.0,0.0,0.0,8.78,13.08,14.75,14.46,2020
Spur,,Athabasca,12471O,Primary,894.9,1014.1,875.91,0.0,0.0,284.9,739.1,912.46,879.57,845.3,821.84,811.04,2020
Baytex,,Peace River,12483A,Primary,23.38,19.12,9.81,0.0,0.0,0.0,0.0,0.0,7.15,0.0,11.75,19.89,2020
Spur,,Athabasca,12541C,Primary,28.05,27.9,12.36,0.0,0.0,0.0,0.0,34.92,30.65,30.18,30.68,50.59,2020
Spur,,Athabasca,12545F,Primary,266.81,302.67,200.01,0.0,0.0,22.73,153.78,212.69,231.0,281.74,262.55,260.92,2020
Islander,,Peace River,12564G,Primary,9.44,19.28,56.52,0.0,0.0,0.0,2.29,16.96,20.1,17.34,17.88,45.67,2020
Cenovus,,Athabasca,12572D,Primary,373.63,740.52,693.5,281.42,386.82,373.2,565.55,481.83,480.49,490.72,438.27,476.91,2020
CNRL,,Athabasca,12580,Primary,139.54,136.73,119.55,90.99,72.84,126.07,128.74,124.02,121.34,108.71,105.99,102.99,2020
Spur,,Athabasca,12642D,Primary,28.72,29.06,14.17,,,,,,,,,,2020
Spur,,Athabasca,12761C,Primary,192.78,185.33,157.95,0.0,0.0,20.38,109.69,160.77,165.17,159.61,150.98,203.65,2020
Spur,,Athabasca,12762,Primary,2.72,4.08,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,2020
Spur,,Athabasca,12766A,Primary,18.22,13.28,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87,15.19,2020
Spur,,Athabasca,12767,Primary,3.52,2.44,1.9,,,,,,,,,,2020
Husky,,Cold Lake,12797,Primary,2.46,2.53,1.88,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.09,,2020
Husky,,Cold Lake,12870,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,,,,2020
Spur,,Athabasca,12910A,Primary,0.0,0.72,1.3,,,,,,,,,,2020
Crestwynd Exploration Ltd.,,Peace River,13006,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Woodcote,,Peace River,13017,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
CNRL,,Cold Lake,4746QQ,Primary,1198.84,1197.18,1046.95,896.67,865.08,807.72,941.15,874.78,821.27,790.07,714.21,768.72,2020
CNRL,,Cold Lake,6280I,Primary,168.23,184.12,180.42,173.78,173.62,149.98,207.97,183.7,174.49,169.71,166.49,164.7,2020
CNRL,Brintnell,Athabasca,6619AA,Primary,73.91,75.9,79.1,77.88,78.52,76.51,67.23,69.93,75.98,77.59,77.33,81.56,2020
CNRL,,Cold Lake,6726S,Primary,278.1,274.34,259.86,218.49,208.81,183.29,221.06,201.05,202.92,220.51,207.68,210.47,2020
CNRL,,Cold Lake,7389D,Primary,28.62,38.73,56.57,40.14,23.82,22.38,27.58,26.53,10.65,11.43,12.24,30.41,2020
Gear Energy Ltd.,,Cold Lake,7515E,Primary,8.9,9.14,10.81,6.56,3.46,3.15,3.2,9.09,9.56,7.32,5.79,5.84,2020
Ipc Canada Ltd.,,Cold Lake,7920O,Primary,75.64,82.23,59.11,31.11,0.0,0.0,37.03,32.16,44.41,46.08,54.0,54.01,2020
CNRL,,Cold Lake,7936TT,Primary,2358.13,2423.67,2326.05,2059.94,2039.87,2050.02,2132.85,2118.79,2075.94,2042.55,1974.27,1839.36,2020
Husky,,Cold Lake,7990P,Primary,86.36,92.26,76.73,42.05,23.43,33.73,45.12,43.15,44.66,44.06,39.72,39.39,2020
CNRL,,Cold Lake,8002F,Primary,2.75,7.28,4.39,4.92,4.0,4.38,4.12,4.13,3.46,3.24,2.39,2.63,2020
CNRL,,Cold Lake,8017D,Primary,2.39,0.0,0.47,0.73,1.49,0.0,0.0,0.0,0.68,,,,2020
CNRL,,Cold Lake,8018F,Primary,180.28,192.82,172.05,140.05,126.28,102.57,115.28,126.86,126.16,118.82,107.69,104.45,2020
CNRL,,Cold Lake,8035C,Primary,2.27,1.24,2.22,3.08,2.28,5.82,2.22,3.88,2.96,2.23,4.05,3.3,2020
CNRL,,Cold Lake,8042P,Primary,1087.95,1055.81,873.0,805.71,905.01,863.68,987.33,939.95,858.11,859.22,808.68,837.7,2020
CNRL,,Cold Lake,8043D,Primary,145.29,132.67,117.92,117.77,119.76,114.15,135.92,113.28,116.57,117.08,98.59,94.59,2020
CNRL,,Cold Lake,8069G,Primary,138.34,134.04,124.33,89.4,96.48,88.19,81.52,85.99,93.67,97.47,73.89,82.87,2020
CNRL,,Cold Lake,8161F,Primary,18.25,21.68,21.75,17.89,12.51,13.09,14.12,10.11,11.78,11.93,11.51,11.1,2020
CNRL,,Cold Lake,8162N,Primary,190.53,202.03,171.32,192.66,187.73,165.62,219.72,197.62,180.98,183.99,183.49,176.55,2020
CNRL,,Cold Lake,8179D,Primary,11.28,8.44,5.97,8.03,11.79,1.73,14.67,10.15,10.01,10.6,7.83,7.65,2020
CNRL,,Cold Lake,8202C,Primary,20.63,21.57,19.63,17.07,24.7,12.67,26.83,20.55,20.3,13.53,15.13,20.23,2020
CNRL,,Cold Lake,8215F,Primary,97.68,99.85,79.99,98.26,73.7,93.82,91.72,102.71,92.46,94.29,92.2,93.88,2020
CNRL,,Cold Lake,8319,Primary,9.42,9.98,9.65,9.98,7.0,9.23,9.33,9.07,9.19,9.05,8.47,8.65,2020
Kasten Energy Inc.,,Cold Lake,8341E,Primary,8.62,7.39,8.73,4.43,1.47,4.24,2.94,3.2,1.99,1.98,3.48,13.21,2020
CNRL,,Cold Lake,8536A,Primary,1.42,3.16,1.44,0.95,4.96,0.9,3.42,3.14,2.34,1.5,2.23,0.7,2020
Husky,,Cold Lake,8655B,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020
Husky,,Athabasca,8756F,Primary,139.7,142.66,120.66,0.0,0.0,0.0,10.67,35.36,52.8,47.11,44.48,55.49,2020
CNRL,,Cold Lake,8908T,Primary,624.94,615.99,542.61,484.6,538.9,475.75,702.65,561.49,553.9,554.46,530.8,540.87,2020
Baytex,,Peace River,8972H,Primary,36.15,36.63,22.94,0.0,0.12,0.94,25.1,32.4,33.0,42.6,40.35,24.46,2020
CNRL,,Athabasca,8993E,Primary,9.75,11.39,3.45,10.32,0.0,0.0,0.0,0.0,0.0,0.15,31.69,0.0,2020
CNRL,,Cold Lake,9006B,Primary,12.4,13.04,16.76,10.73,8.73,8.08,7.96,8.56,2.9,6.53,9.72,3.71,2020
Harvest Operations Corp.,,Cold Lake,9266B,Primary,0.61,3.82,3.42,2.78,0.0,0.0,0.0,1.52,2.4,2.14,2.06,2.16,2020
Baytex,,Cold Lake,9278P,Primary,82.71,97.16,72.4,0.0,5.76,72.88,106.39,81.12,73.1,78.46,70.31,72.81,2020
CNRL,,Cold Lake,9340E,Primary,171.25,154.5,151.27,124.85,105.52,95.05,100.06,90.75,99.94,87.63,85.5,81.78,2020
CNRL,,Cold Lake,9349E,Primary,4.45,4.52,3.02,6.37,7.81,6.41,7.99,6.19,6.01,6.54,5.24,6.93,2020
CNRL,,Cold Lake,9387S,Primary,210.21,208.23,174.71,168.79,142.37,167.68,186.67,154.27,154.07,151.63,130.39,158.49,2020
CNRL,,Cold Lake,9415HH,Primary,500.61,496.68,467.08,347.24,311.11,338.81,349.11,354.85,343.22,306.15,305.0,333.63,2020
Gear Energy Ltd.,,Cold Lake,9427F,Primary,5.33,13.46,18.37,7.23,2.62,8.19,9.61,11.94,13.37,12.81,9.08,8.02,2020
CNRL,Brintnell,Athabasca,9466R,Primary,103.54,126.03,103.5,69.97,68.51,70.03,66.13,68.73,66.46,67.45,66.06,67.38,2020
Baytex,,Cold Lake,9579F,Primary,85.03,89.77,72.1,0.0,17.79,61.88,79.01,83.77,96.03,85.27,71.66,67.45,2020
Obsidian,,Peace River,9607F,Primary,51.34,57.8,45.19,,,,,,,,,,2020
CNRL,,Cold Lake,9821E,Primary,3.1,2.37,3.0,3.3,2.35,2.42,3.58,2.16,3.14,2.11,3.14,0.84,2020
Frog Lake Energy Resources Corp.,,Cold Lake,9827K,Primary,45.53,47.27,42.13,7.12,4.44,2.76,17.46,17.89,23.68,26.12,27.45,27.69,2020
Husky,,Cold Lake,9873E,Primary,24.31,22.98,18.23,15.39,9.25,7.03,7.9,6.34,8.14,9.69,9.43,11.03,2020
CNRL,Brintnell,Athabasca,9884F,Primary,10.38,11.26,9.67,9.04,9.75,11.67,11.29,11.0,11.26,11.87,11.71,11.93,2020
Baytex,,Cold Lake,9908J,Primary,71.74,71.09,29.78,0.0,0.0,0.0,0.0,0.0,5.76,3.21,,,2020
CNRL,Peace River,Peace River,8143GG,Commercial-CSS,424.55,433.38,458.51,459.25,415.55,399.62,422.08,27.16,370.11,442.84,561.49,717.12,2021
Imperial,Cold Lake,Cold Lake,8558ZZ,Commercial-CSS,22102.23,21968.1,23068.59,23226.39,22719.13,21910.36,21937.3,21339.12,21644.54,22479.19,23049.14,22770.63,2021
CNRL,Primrose and Wolf Lake,Cold Lake,9140FFF,Commercial-CSS,11739.6,11281.78,11045.29,11981.11,10021.41,10977.1,11749.35,11676.49,10994.46,11108.25,12099.16,11375.91,2021
CNRL,Jackfish,Athabasca,10097NNN,Commercial-SAGD,20152.09,19986.75,19578.43,19316.86,19057.95,18478.94,18016.34,18031.18,14089.87,18249.16,19107.78,18676.14,2021
Strathcona,Orion,Cold Lake,10103DD,Commercial-SAGD,2855.97,2787.57,2802.29,2776.78,2673.71,2614.25,2517.77,2525.64,2068.79,2286.86,2607.88,2427.68,2021
Husky,Sunrise,Athabasca,10419MM,Commercial-SAGD,8800.46,8894.61,8732.52,8808.94,8921.58,3857.46,9151.68,9128.17,8548.01,8392.27,7966.26,7467.6,2021
Connacher Oil And Gas Limited,Great Divide,Athabasca,10587V,Commercial-SAGD,2022.64,1997.32,1950.1,1927.06,1991.93,1938.32,1976.76,1895.51,1921.01,1839.14,1783.26,1823.61,2021
MEG,Christina Lake,Athabasca,10773KKK,Commercial-SAGD,13750.36,13701.46,13912.43,13717.82,13892.55,14050.36,13754.81,14030.79,14348.05,15459.05,15418.05,15854.36,2021
Athabasca Oil,Leismer,Athabasca,10935BB,Commercial-SAGD,2647.66,2732.96,2731.59,2697.4,2692.93,2711.54,2848.53,2841.71,2907.21,3031.06,2989.94,2943.07,2021
Harvest Operations Corp.,BlackGold,Athabasca,11387G,Commercial-SAGD,1433.92,1405.12,1460.11,1441.57,1513.55,1401.36,1433.25,1373.19,773.77,1353.29,1444.91,1323.66,2021
Everest Canadian Resources Corp.,STP McKay,Athabasca,11461I,Commercial-SAGD,160.4,179.65,205.58,211.98,214.66,188.55,158.82,216.84,216.82,244.66,229.46,175.1,2021
CNRL,Kirby,Athabasca,11475VV,Commercial-SAGD,10232.33,9858.35,9813.94,9289.38,10083.69,9910.57,9723.02,9565.57,9864.11,9831.39,10359.86,10024.66,2021
Ipc Canada Ltd.,Blackrod,Athabasca,11522H,Commercial-SAGD,97.72,108.32,92.25,114.35,115.98,58.54,129.04,139.86,128.99,125.38,124.19,132.43,2021
PetroChina,MacKay River ,Athabasca,11715S,Commercial-SAGD,2118.27,1933.34,1983.02,1998.61,2032.53,1971.07,1932.92,1793.61,1869.54,1917.24,1905.69,1783.28,2021
Athabasca Oil,Hangingstone,Athabasca,11888G,Commercial-SAGD,1382.6,1402.95,1481.52,1515.54,1495.79,1494.14,1427.11,1412.69,1309.8,1441.76,1482.31,1507.12,2021
Greenfire,Hangingstone Expansion,Athabasca,11910K,Commercial-SAGD,3720.76,3650.47,3600.85,3687.68,3659.28,3568.12,3506.46,3424.99,3207.76,3639.3,4273.99,4275.51,2021
Strathcona,Lindbergh,Cold Lake,6410Z,Commercial-SAGD,2618.7,2696.81,2569.57,2418.2,2539.19,2489.62,2415.16,2335.4,2517.05,2537.5,2587.78,2147.53,2021
Cenovus,Christina Lake,Athabasca,8591WWW,Commercial-SAGD,35310.08,35218.13,35596.59,36017.8,37170.26,36696.66,38576.01,38678.55,38377.21,39248.09,38959.76,41253.19,2021
Cenovus,Foster Creek,Athabasca,8623RRRR,Commercial-SAGD,24436.6,24508.54,26226.33,26385.62,22996.83,23370.59,24331.5,31059.25,31745.45,33269.59,32918.61,32273.79,2021
Suncor,MacKay River,Athabasca,8668HHH,Commercial-SAGD,5680.92,5332.55,6081.22,6003.95,6313.13,6042.78,5866.47,5866.25,3996.33,5996.4,5226.73,5974.16,2021
Greenfire,Hangingstone Demonstration,Athabasca,8788R,Commercial-SAGD,0.0,0.0,68.8,367.46,501.67,674.52,652.56,726.22,177.34,531.25,699.37,636.28,2021
Suncor,Firebag,Athabasca,8870PPPP,Commercial-SAGD,33373.06,34355.91,35084.81,35119.31,34085.5,33254.66,33326.58,26781.49,33558.2,34004.12,33846.2,27363.36,2021
ConocoPhillips,Surmont,Athabasca,9426YY,Commercial-SAGD,21984.38,22477.79,21199.42,21822.72,21333.73,22215.86,21178.34,22237.98,22692.06,22602.67,22307.39,22110.9,2021
CNOOC,Long Lake,Athabasca,9485III,Commercial-SAGD,6497.51,6074.16,6648.33,6771.72,6691.72,6612.44,6407.47,5943.51,6311.78,6732.22,6604.71,6794.5,2021
Husky,Tucker,Cold Lake,9835AA,Commercial-SAGD,3617.51,3737.37,3628.04,3500.28,3390.8,3197.92,3257.53,3320.21,3294.71,3175.33,2889.82,3020.57,2021
CNRL,Brintnell Polymer Flood,Athabasca,10147G,Enhanced Recovery,262.39,237.05,273.58,249.49,230.73,237.63,254.27,243.96,235.44,219.82,228.82,232.52,2021
CNRL,Brintnell Polymer Flood,Athabasca,10423Y,Enhanced Recovery,3095.75,3072.25,3089.26,3113.24,3120.21,3015.52,2958.96,2924.04,2981.23,2969.89,2943.01,2894.27,2021
CNRL,Brintnell Polymer Flood,Athabasca,10787R,Enhanced Recovery,1796.35,1739.13,1714.7,1717.54,1720.54,1696.47,1718.07,1677.25,1654.22,1680.34,1706.78,1652.83,2021
Baytex,Seal Polymer,Peace River,11320F,Enhanced Recovery,85.15,78.18,108.12,100.96,123.82,92.27,74.69,83.95,101.81,108.69,102.5,122.6,2021
Baytex,,Peace River,12640,Enhanced Recovery,6.14,5.14,3.23,5.16,3.47,4.19,3.78,4.5,4.19,7.94,6.43,7.52,2021
CNRL,,Cold Lake,12717A,Enhanced Recovery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2021
Spur,,Athabasca,12830,Enhanced Recovery,24.18,21.81,21.68,21.13,20.86,23.55,21.26,20.98,20.86,21.34,22.44,22.32,2021
